SACRED,SACROSANCTUS WARD,,OFF_HAND,161,3201,3601,4401,4802,,,,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_off_hand_w_offhand_leg01_n_sd_887598f33bb3805a5faf65506fd16b2d.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_off_hand_w_offhand_leg01_n_sd_f495992fa3fe8c3685388002dda99523.png,1109
SACRED,DIVINE INTERVENTION,,MAIN_HAND,164,3237,4450,4855,3641,,,,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_main_hand_w_mainhand_leg01_sd_f60b0d6c0020afbf7993061853f62285.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_main_hand_w_mainhand_leg01_sd_5f428fd481fad39a9b87146c2ab50d6e.png,1110
SACRED,FEET OF IMMORTALITY,DAMAGE,FEET,153,4157,4535,3023,3401,1114,1099,1264,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_shoes_shoes_leg01_n_sd_948b3e6f0180216784148f2d84fcad1e.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_shoes_shoes_leg01_n_sd_a8fd92a860b2dd0060ac782bccf5ec23.png,1111
SACRED,HANDS OF GOD,MAGIC,GLOVES,161,3201,3601,4401,4802,1106,1098,1265,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_gloves_gloves_leg01_n_sd_0f9cb7b29c1ab60d26b76994d1f39be5.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_gloves_gloves_leg01_n_sd_36150ad32ae29ae629a5df627723de2a.png,1112
SACRED,ARCHANGELIC GREATPLATE,DEFENCE,CHEST,164,3219,4426,4828,3621,1108,1097,1266,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_armor_armor_leg01_n_sd_55dbdbca494ca0f9a41bcfb2b31fcae5.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_armor_armor_leg01_n_sd_fae7179a3a34f826ab082c360b8fe70c.png,1113
SACRED,ARCHANGELIC GAZE,DEFENCE,HEAD,154,3059,4206,4588,3441,1111,1107,1272,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_helm_aw_helm_leg01_n_sd_c9708d3ab1d040825d88b7a0d1064c81.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_helm_aw_helm_leg01_n_sd_785df6818a33f3683f3dfb19a1588068.png,1114
DEATH,ARMAGEDDON WARD,,OFF_HAND,160,3148,3541,4328,4722,,,,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_off_hand_w_offhand_leg02_n_sd_ef9b923873e8fbafc24385e25ea1080d.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_off_hand_w_offhand_leg02_n_sd_9b1003e09baf6a52d3edc3ff2a479fc3.png,1258
DEATH,SEPULCHER,,MAIN_HAND,165,4499,4908,3272,3681,,,,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_main_hand_w_mainhand_leg02_sd_7458a0dac338f49830a814b33a7b724b.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_main_hand_w_mainhand_leg02_sd_7d90815598b6d8e7ac3547a5a9a76a12.png,1259
DEATH,GREAVES OF DOOM,MAGIC,FEET,154,3059,3441,4206,4588,1263,1273,1111,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_shoes_shoes_leg02_n_sd_6feed05ad28192ec97e79ec38aa1c913.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_shoes_shoes_leg02_n_sd_a41de3c9bcc372a6d28adb6242756841.png,1260
DEATH,CLAWS OF CRUELTY,DEFENCE,GLOVES,154,3041,4181,4562,3421,1265,1280,1108,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_gloves_gloves_leg02_n_sd_6f66c7de379b9acc165a729f760e91f7.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_gloves_gloves_leg02_n_sd_29ff474831e89fb24613fb3b37c66cd9.png,1261
DEATH,DARK OVERLORD HORRORPLATE,DAMAGE,CHEST,160,4353,4748,3165,3561,1264,1270,1106,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_armor_armor_leg02_n_sd_70e203bf3bb448df214929c9d48a30de.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_armor_armor_leg02_n_sd_0a4bbb0611c4b93cc487f96f65c60028.png,1262
DEATH,DARK OVERLORD CROWN,MAGIC,HEAD,160,3165,3561,4353,4748,1260,1269,1107,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_helm_aw_helm_leg02_n_sd_f6bc80192aa1fe6718d058b7a435f03a.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_helm_aw_helm_leg02_n_sd_fa7159b15f1f694de3195e6e8f64677f.png,1263
DEATH,CRIMSON BLOOD,DAMAGE,TALISMAN,160,4328,4722,3148,3541,1262,1284,1112,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_talisman_talisman_leg02_sd_a107dac37ce3e390e9eb943af290760d.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_talisman_talisman_leg02_sd_5701d9479cf6e7b4df1cec00bb2ae4ba.png,1264
DEATH,RING OF PURGATORY,DEFENCE,RING,154,3041,4181,4562,3421,1261,1272,1113,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_ring_ring_leg02_sd_7d480c30d35a245695d9bea9085784c8.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_ring_ring_leg02_sd_5fdd987cb88c0c43889c4af008e1ec27.png,1265
DEATH,RISE INCUBUS PENDANT,MAGIC,AMULET,154,3059,3441,4206,4588,1263,1279,1113,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_amulet_amulet_leg02_sd_114c45f06240ecc8ba67ea3217edfd9e.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_amulet_amulet_leg02_sd_c1edca6dadce940cc35e0797a8f68d99.png,1266
BEAST,CARNIVORUM WARD,,OFF_HAND,158,4304,4695,3130,3521,,,,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_off_hand_w_offhand_leg04_n_sd_eda2a856eb3ec8cfa0b5453cb9d37146.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_off_hand_w_offhand_leg04_n_sd_95e5a85701061a5b2d7a4c2cfe3745ce.png,1267
BEAST,BLOOD BISHOP,,MAIN_HAND,160,3148,4328,4722,3541,,,,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_main_hand_w_mainhand_leg04_sd_1fcb99ae2b84e76d99468eae8af523c6.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_main_hand_w_mainhand_leg04_sd_3702f385ba09fb9743e24fbf7ce2cdeb.png,1268
BEAST,BEHEMOTH WARBOOTS,DEFENCE,FEET,152,3006,4133,4508,3381,1275,1266,1100,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_shoes_shoes_leg04_n_sd_6061ef47f73a11d3edd4627006f2a540.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_shoes_shoes_leg04_n_sd_8e85cf346918ea1eda6e5989cadc5f58.png,1269
BEAST,BEHEMOTH WARFISTS,DAMAGE,GLOVES,156,4279,4668,3112,3501,1274,1281,1103,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_gloves_gloves_leg04_n_sd_0f9923c42ed5fa6db37026b17291e74e.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_gloves_gloves_leg04_n_sd_e2587d18cb5fe8fcf03ab4130a9ebd8d.png,1270
BEAST,BEHEMOTH BATTLEPLATE,MAGIC,CHEST,154,3041,3421,4181,4562,1273,1283,1105,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_armor_armor_leg04_n_sd_6854a61db2d77f2fe95bccf538f3ac99.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_armor_armor_leg04_n_sd_5654093974a7e96f335e353f3b5ea017.png,1271
BEAST,BEHEMOTH GREATHELM,DEFENCE,HEAD,158,3130,4304,4695,3521,1284,1265,1104,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_helm_aw_helm_leg04_n_sd_21d828f0ee582f627510d42bc70f5867.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_helm_aw_helm_leg04_n_sd_fe571bbbc480d267529b06c587d463a7.png,1272
BEAST,HORN OF CARNAGE,MAGIC,TALISMAN,156,3094,3481,4255,4642,1271,1260,1099,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_talisman_talisman_leg04_sd_b8dcbd20c4ef8e2f6459e29df6941427.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_talisman_talisman_leg04_sd_bd931e81bee0abb8d7686b7ddd3a44bd.png,1273
BEAST,BLOODSHED RING,DAMAGE,RING,161,4401,4802,3201,3601,1270,1278,1098,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_ring_ring_leg04_sd_12b1bf9052123c1791edda0566335b08.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_ring_ring_leg04_sd_a06ba178ec7f90ddd1129162b47253e7.png,1274
BEAST,BLITZKRIEG PENDANT,DEFENCE,AMULET,156,3094,4255,4642,3481,1269,1282,1097,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_amulet_amulet_leg04_sd_2b4e392252f5a1b86a6ce1e3aff98acb.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_amulet_amulet_leg04_sd_72775bfd181a13e164532e2fc4e78b7b.png,1275
NATURE,SACRED OAK SHIELD,,OFF_HAND,160,4377,4775,3183,3581,,,,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_off_hand_w_offhand_leg06_n_sd_baf1f31fd65e090b3f81c9f26899d66c.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_off_hand_w_offhand_leg06_n_sd_8d9252205d62dc14699c7681649bbb93.png,1276
NATURE,BANSHEE,,MAIN_HAND,158,3130,4304,4695,3521,,,,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_main_hand_w_mainhand_leg06_sd_82cb35c493216ed6b682d77c401f4738.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_main_hand_w_mainhand_leg06_sd_fedd5d5b8b757ca5dbb10db80fe9764c.png,1277
NATURE,FOREST GUARDIAN BOOTS,DAMAGE,FEET,150,4084,4455,2970,3341,1281,1274,1262,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_shoes_shoes_leg06_n_sd_911848a8bcaa2b2d3ef383b28d37fe2b.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_shoes_shoes_leg06_n_sd_13e5b642d9c99e0a120a2f78e594698b.png,1278
NATURE,FOREST GUARDIAN GLOVES,MAGIC,GLOVES,152,3006,3381,4133,4508,1283,1266,1263,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_gloves_gloves_leg06_n_sd_2a6aff4c0a4399cf327688ae5ce4243b.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_gloves_gloves_leg06_n_sd_28ef3db2cc883a4188df0c8964713a4f.png,1279
NATURE,FOREST GUARDIAN SPIRITPLATE,DEFENCE,CHEST,161,3201,4401,4802,3601,1282,1261,1275,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_armor_armor_leg06_n_sd_8ccf66cd3fd97a3c37511f4d6bc45a7f.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_armor_armor_leg06_n_sd_c0234201b3359c5914c0e03ec1c59e19.png,1280
NATURE,FOREST GUARDIAN CROWN,DAMAGE,HEAD,164,4426,4828,3219,3621,1278,1262,1274,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_helm_aw_helm_leg06_n_sd_e9086860a0c874d572d4c9c5eb6304e2.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_helm_aw_helm_leg06_n_sd_066cfb5c3664f56467917f08cb50ed8c.png,1281
NATURE,DEMONSEED,DEFENCE,TALISMAN,160,3183,4377,4775,3581,1280,1275,1261,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_talisman_talisman_leg06_sd_598f5c239eb60ec26255c02db7681dd5.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_talisman_talisman_leg06_sd_ae93e92d2b7bce8ad9f065b4b76983aa.png,1282
NATURE,DUAL FORCE RING,MAGIC,RING,158,3130,3521,4304,4695,1279,1271,1260,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_ring_ring_leg06_sd_ec6e5b1f72f250ae10e038ba071e0151.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_ring_ring_leg06_sd_a73110910989ff8fcf68bf12fce03c88.png,1283
NATURE,ENT HEART PENDANT,DAMAGE,AMULET,150,4108,4482,2988,3361,1272,1264,1104,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_amulet_amulet_leg06_sd_6672abd42739b8b041a7e490d0d81282.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_amulet_amulet_leg06_sd_01e74b51d0e90582919278b37d0877e7.png,1284
ICE,WINTER HAS COME,,OFF_HAND,160,3165,3561,4353,4748,,,,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_off_hand_w_offhand_leg05_n_sd_a19123afb972558d9462f8ae8794e239.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_off_hand_w_offhand_leg05_n_sd_94278e39c47c7e0e66dad9196c45e6af.png,1285
ICE,CRYSTAL FURY,,MAIN_HAND,161,3201,4401,4802,3601,,,,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_main_hand_w_mainhand_leg05_sd_626fee6913ac74b39107c787d864f881.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_main_hand_w_mainhand_leg05_sd_7451726781462a174ec9cc661e5763fe.png,1286
ICE,ICE WARLORD WARBOOTS,MAGIC,FEET,150,2988,3361,4108,4482,1290,1316,1271,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_shoes_shoes_leg05_n_sd_e70822a32fb7b206320a5ce37c3f2c84.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_shoes_shoes_leg05_n_sd_4505c6ca1ad7ce2e91cbfdb062b22bcd.png,1287
ICE,ICE WARLORD HANDWRAPS,DEFENCE,GLOVES,160,3148,4328,4722,3541,1292,1519,1282,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_gloves_gloves_leg05_n_sd_49e460699a4fb1da70edafcc4eabc9c0.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_gloves_gloves_leg05_n_sd_ff4c57da40c61ab8c5317abd1293ed4f.png,1288
ICE,ICE WARLORD BATTLEPLATE,DAMAGE,CHEST,156,4279,4668,3112,3501,1291,1310,1264,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_armor_armor_leg05_n_sd_e34a3b47dce8b6c258733c691b670d8a.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_armor_armor_leg05_n_sd_8383a8fc28e34315fc8c926ca186f599.png,1289
ICE,ICE WARLORD CROWN,MAGIC,HEAD,164,3237,3641,4450,4855,1287,1311,1283,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_helm_aw_helm_leg05_n_sd_f49c5394531f4919306c5e99476f2af0.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_helm_aw_helm_leg05_n_sd_2adc3b301812e378fbd15d3922514ce8.png,1290
ICE,HORN OF BLIZZARD,DAMAGE,TALISMAN,158,4304,4695,3130,3521,1289,1535,1274,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_talisman_talisman_leg05_sd_c0e5e6d108c70bc52ce97e640298c539.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_talisman_talisman_leg05_sd_dc0d2e645038292e1b088a7589130089.png,1291
ICE,ICE BRIDE RING,DEFENCE,RING,153,3023,4157,4535,3401,1288,1315,1265,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_ring_ring_leg05_sd_0f2347461746ed1f003dad698b4994eb.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_ring_ring_leg05_sd_6c49d3c76ae9b3210bae7d40e1bc0135.png,1292
ICE,GLACIER HEART,MAGIC,AMULET,150,2970,3341,4084,4455,1290,1523,1273,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_amulet_amulet_leg05_sd_817c85ad36c26eee8e5523414b99cdc2.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_amulet_amulet_leg05_sd_bd37d95b9158e3adfa9e35be8c82d9da.png,1293
LAVA,HELLRAISER CHAINWRAPS,DAMAGE,GLOVES,154,4206,4588,3059,3441,1317,1515,1270,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_gloves_gloves_leg07_n_sd_9a7cda3531a761692cbb2663b90c2879.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_gloves_gloves_leg07_n_sd_a0fbf368a45afd47af1ce96946f571f5.png,1310
LAVA,HELLRAISER WARBOOTS,DEFENCE,FEET,156,3112,4279,4668,3501,1318,1293,1261,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_shoes_shoes_leg07_n_sd_c684c75d544e3b5bc532e210e68e63e8.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_shoes_shoes_leg07_n_sd_e53670fd7227f202076cdf6751ae1361.png,1311
LAVA,HELLRAISER CARAPACE,MAGIC,CHEST,160,3148,3541,4328,4722,1316,1531,1263,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_armor_armor_leg07_n_sd_3c40fa7037c885609ee4b82f474d4adf.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_armor_armor_leg07_n_sd_2faba8e4f59af082170c2c5c623f249a.png,1312
LAVA,INCARCERATOR,,MAIN_HAND,164,3219,4426,4828,3621,,,,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_main_hand_w_mainhand_leg07_sd_6cda70b9f9368a002c1c9a8aa34199a5.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_main_hand_w_mainhand_leg07_sd_3b1d596f1427e74d5be311cebec30cb9.png,1313
LAVA,HELLSDOOR,,OFF_HAND,160,4377,4775,3183,3581,,,,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_off_hand_w_offhand_leg07_n_sd_671df94e366aee90e1d029b6409c133d.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_off_hand_w_offhand_leg07_n_sd_ad6345085786bddcbaae5ac834ccb641.png,1314
LAVA,HELMET OF CHAOS,DEFENCE,HEAD,156,3094,4255,4642,3481,1535,1292,1272,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_helm_aw_helm_leg07_n_sd_3bf5e66bc01a3c798b9423c14cd3dffc.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_helm_aw_helm_leg07_n_sd_f9b2f75f0ef96b925c58e586623628ac.png,1315
LAVA,HELL'S HAMMER,MAGIC,TALISMAN,150,2970,3341,4084,4455,1312,1287,1279,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_talisman_talisman_leg07_sd_af4411c13258b2a13ce5bc04f17982a5.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_talisman_talisman_leg07_sd_7c918e80a77d3aac32a08b745db61d77.png,1316
LAVA,BLISSFUL TORMENT RING,DAMAGE,RING,156,4230,4615,3077,3461,1310,1527,1262,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_ring_ring_leg07_sd_bd0aa37c00ee9a847feacaf1ddbf5c14.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_ring_ring_leg07_sd_116b4f8fe3dc97c30219e26850b08502.png,1317
LAVA,INFERNAL FURNACE,DEFENCE,AMULET,152,3006,4133,4508,3381,1311,1539,1280,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_amulet_amulet_leg07_sd_fc33b54959f29db51c452687cec553b7.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_amulet_amulet_leg07_sd_fcdafe82bd1d9dafd1ae0568acc98761.png,1318
DRAGON,DRAGONSLAYER,,MAIN_HAND,167,3308,3721,4548,4961,,,,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_main_hand_w_mainhand_leg09_sd_00b3c9c9b8aa0e197cc552bd77f5a00d.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_main_hand_w_mainhand_leg09_sd_43703c9470138129fe3a43c5709a5dc8.png,1507
DRAGON,FIREBREATH GREATSHIELD,,OFF_HAND,164,3254,4475,4881,3661,,,,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_off_hand_w_offhand_leg09_sd_62f984280a1fb695599f7f19ae811b74.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_off_hand_w_offhand_leg09_sd_3bfd3f7aea737bfd6462ccb8be45e314.png,1511
DRAGON,DRAGONHORN CROWN,DAMAGE,HEAD,161,4401,4802,3201,3601,1527,1289,1284,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_helm_aw_helm_leg09_sd_559fe6409983b12cc5032aa64316ca79.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_helm_aw_helm_leg09_sd_33838c291d4e8ecb10642521b22857c7.png,1515
DRAGON,DRACONIS ARMOR,DEFENCE,CHEST,165,3272,4499,4908,3681,1539,1288,1275,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_armor_armor_leg09_sd_272e2b2930386aa2f6e638a2b0485823.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_armor_armor_leg09_sd_2f3683cb2222c6185561b3f5d2a92582.png,1519
DRAGON,DRAGONCLAWS,MAGIC,GLOVES,158,3130,3521,4304,4695,1531,1293,1266,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_gloves_gloves_leg09_sd_3c6cd2a04f6b6f0ce7cf2c3fb2d5250d.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_gloves_gloves_leg09_sd_0cd1b073492558eae8ce2a8ae2ce3612.png,1523
DRAGON,DRAGONSCALES,DAMAGE,FEET,160,4328,4722,3148,3541,1515,1317,1278,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_shoes_shoes_leg09_sd_52bafb02159fddf87f1d1716e3a7de62.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_shoes_shoes_leg09_sd_b7009b0f1cab23bfb6b586fbcd36e368.png,1527
DRAGON,FIREBREATH RING,MAGIC,RING,164,3254,3661,4475,4881,1523,1312,1260,https://storage.googleapis.com/ql4-files-eu/icon_raw_hero_item_ring_ring_leg09_sd_bb950a88117072f4db6bc8a87bdcbe03.png,https://storage.googleapis.com/ql4-files-eu/prev_hero_item_ring_ring_leg09_sd_a5e4cc5e2d561fa3c579fde3ad83ced2.png,1531
